-2.274282357688629e-16	-2.434557121214891e-18	1.0894643427649508e-16	4.709180470344463e-17	1.1778306385484177e-17	1.7109152476718756e-17	2.812102474171226e-17	1.654160660653525e-17	1.1494254161618843e-16	4.1662591540364554e-18	2.9247302574164073e-17	-6.516297529688984e-18	1.0891589547515016e-17	-6.477842507439087e-17	3.918895582083559e-17	-1.2813900552251881e-16	-1.4679198770322997e-16	5.96338450691736e-17	1.0605849452660981e-16	7.835225637133109e-17	-5.007841079028261e-17	-7.51199493811299e-17	5.083516115531544e-17	-1.7083947243435277e-16	9.496941985743669e-17	-1.923707220519953e-16	-1.712632193381919e-16	-4.136823123495903e-17	-2.88229181366431e-18	7.219423592105735e-17	1.293144487356206e-16	1.851677710058668e-16	1.3444693518172003e-16	-1.5109498913789572e-16
5.874400242371862e-17	-2.5648845511153458e-17	-6.142283677332553e-17	5.94188599025026e-17	-2.095100269104816e-17	-2.5111098196674154e-17	5.166379373121822e-17	4.142928566443809e-17	-1.1718057463039042e-16	-2.4816864218862674e-16	1.5313730009464544e-16	1.2314729578629527e-16	2.189018783165118e-16	-1.2584056980748985e-16	6.928400409034993e-18	9.078866068334456e-17	1.8211267941199884e-17	-1.6242110622641023e-16	2.832462036496396e-17	-1.5240691229413665e-16	4.165445993248251e-17	-1.0878252495291181e-16	-3.3150053171633573e-16	-7.568206961748929e-17	-7.932209903095327e-17	1.0638921532137328e-16	4.8552994034054266e-17	-1.1714147707424587e-16	1.4272732246839191e-16	-2.8394746006088717e-16	6.100266749795618e-17	-3.3359418304150134e-16	4.987765470345249e-16	4.5796932164343423e-17
-6.994360264852428e-17	8.680912812620941e-17	-3.9585434779596345e-17	-2.1064408996189784e-17	-1.0866261451112459e-16	8.418835910974427e-17	-5.989633180659605e-17	-7.311114823197428e-18	8.139685058042749e-17	-3.212206634862906e-17	1.9631160949795816e-17	2.783372067643292e-17	3.460264762534736e-17	1.7634078846779553e-17	-3.029023750226741e-17	-6.635445464490621e-17	-4.78795211182397e-18	-1.9450297228026037e-17	1.2557978833696872e-16	-1.7578020253061943e-17	-1.4368498491179868e-16	3.2872167284060756e-17	3.845919967223728e-17	4.801884349000653e-17	8.437330431511493e-17	9.665147639480223e-17	-1.8876693538341644e-18	1.523272550481772e-16	1.8506938125608336e-16	-6.445019666741321e-17	-1.5104886921290249e-16	1.1042473511136395e-16	3.0890479975884184e-16	-1.1120570296378836e-16
1.2133699833647199e-17	1.668661054125083e-17	-4.8754013757969703e-17	-5.4292634452745346e-17	1.1574108627064341e-17	1.3056015812177515e-16	7.08315509199311e-18	4.687973141318137e-17	1.9361441370192963e-17	-3.5526458312470413e-17	8.368742534725214e-17	-9.274750980601408e-17	-1.0593058309719123e-16	-1.3540346688993418e-16	8.192397256674285e-17	-9.494474910774161e-17	-3.525003100235453e-17	8.11666772160964e-17	-1.2367711189987114e-17	-1.2418195525781744e-16	-1.2951338796023244e-16	9.696485759286007e-17	2.6276505414262492e-17	-8.314610056103851e-17	-9.504009762869956e-17	-8.907527514918612e-17	-3.754898609662885e-17	1.149909150718863e-16	-1.9052362722556818e-16	-4.1560665091986655e-17	1.5991238585422064e-17	-3.771559132565535e-17	-1.4654808578582206e-17	-4.918282638669834e-17
4.671767698694676e-18	-2.9491663450726525e-17	-3.9010600879174294e-17	9.460193251520932e-18	6.10872411987982e-17	3.3813132257071405e-20	3.028264571933759e-17	2.701114870533648e-18	-1.3941357615599197e-17	1.3264489610587984e-17	-4.4602802402781713e-17	-2.8133064072891175e-17	1.0729283999734402e-17	1.5851536347742084e-17	-3.091907432039919e-17	4.4332426973785943e-17	6.41836605391015e-17	-5.4706674073879744e-17	-8.943511634263461e-17	8.32452892773628e-17	-5.994744389726952e-17	-3.512051826855039e-17	-4.37417947561333e-17	2.7335965450861026e-17	-4.313922114979208e-17	7.536750892673024e-17	-9.50890457953077e-17	-4.613250852127719e-17	8.148971917002192e-18	-1.809799805474781e-17	4.030986045760105e-17	1.0967413901235522e-17	3.244406711447611e-17	3.098518814587021e-17
5.574168841846571e-18	-4.62946939706907e-17	-3.5941566138440264e-17	-3.1471791626804293e-17	6.00514116898176e-17	6.515295076580426e-17	1.856558152148001e-17	1.5689836113042577e-17	-2.9899769983274634e-17	4.96122872403232e-17	-2.797769665691916e-17	3.5196400129748783e-17	3.0682903814839127e-18	3.8030475977182686e-17	2.520601808792815e-17	1.6442544219569867e-17	2.6880285806079015e-17	8.085392111549573e-17	-3.5847385811782894e-17	-8.548769482371797e-17	1.951749531794087e-17	-4.09412033719595e-17	-8.780669649315062e-17	5.711996727454577e-17	6.883784779227467e-17	-4.603873954577001e-18	-6.421915040049439e-17	1.1696556315843717e-16	-1.7459910422289106e-18	-4.7387875950631876e-20	3.539239049794906e-17	4.6011334135001236e-17	-8.076719698714936e-17	1.2831043766095134e-16
1.1788187930955242e-17	2.288166884948868e-17	-8.13647133832885e-18	2.8006129336177725e-17	-3.866685710141093e-18	-3.0722858213704457e-17	5.845379994519958e-17	-2.3258831240158934e-17	-4.0908044582077414e-17	5.42692746951042e-17	3.9165641190599346e-17	7.913832537162093e-19	-3.61033146846413e-17	4.028109852783949e-17	4.484487214985516e-17	4.455935376414316e-17	1.1602052781981683e-17	-1.860482935158923e-17	-3.4272503405055395e-17	3.672203567871414e-18	-3.29227273231681e-17	5.002372830527291e-17	2.9880843810517754e-17	3.0436415914610566e-17	-6.809800431852937e-17	2.6627168429574246e-17	2.384040660460031e-17	4.5698192088756124e-17	2.527795674529604e-17	2.9350353250397104e-17	1.1685475486296926e-17	4.658009693271321e-18	-4.6817845380047665e-17	3.558959517387172e-17
-3.803682767218165e-17	1.1961250016366411e-16	3.89822620532832e-17	3.887537835559587e-17	7.906865413119709e-17	1.0351758865184556e-16	-1.4048117841890763e-16	2.3874273022390674e-16	1.5891267322390168e-16	8.698725288806153e-17	1.247814936600625e-16	1.0594201804939287e-16	5.658886230133642e-17	-1.4920425230691275e-16	-1.7415492364806954e-16	-2.0533300823483294e-17	-1.455591422250896e-16	9.229101170135461e-17	-9.67756766892666e-17	-5.418411974503019e-17	5.92588341082532e-17	3.1723132870944905e-18	-6.884582606303405e-17	2.9689261370214346e-18	1.8238275560769453e-16	-6.938988883407294e-17	5.804158215054654e-17	1.6259687957068093e-16	1.4709100737646887e-16	-3.1858575279792924e-16	-1.145027548501357e-16	1.8839010134879317e-16	2.588207103311282e-16	-6.07733864836911e-17
2.3133483914501628e-17	7.657990502344656e-18	-4.37037463530256e-17	-1.5604570656701126e-18	-4.82032827593534e-17	1.577730267492598e-16	-4.6407304763692873e-17	7.428901800421605e-17	9.855727966455818e-17	9.4369706492093e-17	3.817188745294347e-17	-1.7029713216425893e-16	-6.043003429733996e-17	1.0307954677180824e-16	3.537584092406327e-17	1.28771889781055e-16	1.0309597954277581e-16	-2.703122824669392e-17	6.351985696493292e-17	1.3373737489833684e-17	1.064654405317448e-16	2.130055411915135e-17	4.031097303503766e-17	9.798787878000628e-18	7.458383644777043e-19	1.6299635296950928e-16	4.915302648343207e-17	-1.0997816911535158e-16	-1.8035468055517963e-16	-2.7249260527955598e-17	4.0590600131732265e-17	1.1643892075085509e-16	-1.7271919735764253e-16	7.725585783664945e-17
-4.015587448895152e-17	9.047922383576184e-17	-1.6274487836401333e-16	1.526590223242802e-16	1.3950397643863397e-16	-9.017095252944341e-17	-9.081609904305321e-17	3.2647350523811185e-17	-6.288627455757121e-17	1.1897112408961806e-16	2.986395965824178e-17	-2.859443522187859e-17	1.6999454202089897e-17	2.0082808015655389e-16	5.799785086452164e-17	5.85991038101507e-17	1.3728916788372816e-16	1.8277234832653873e-16	-2.879735675594746e-17	3.270320037623693e-17	4.4409722631419115e-17	-1.7801381203077683e-17	-4.084980830769927e-17	-2.230446534408933e-16	-4.0270726972933486e-17	1.2641240149554097e-16	3.559034126729124e-17	5.96302400680257e-17	-5.3422400615732376e-17	4.8929835351914036e-17	-1.0204604618064702e-16	-2.1074544770317498e-16	1.2429259676831058e-16	-4.782819556126607e-17
