2.1672500447282406e-16	-1.9880424579397472e-16	1.7240782813757577e-16	-2.3329815847375915e-16	-3.243200913593012e-17	6.977539418664528e-17	-2.3942688915037767e-18	2.2716342575610306e-16	5.674130256756473e-17	6.974758169709922e-17	8.801524881359256e-18	3.1234126766424945e-17	4.549698012652677e-17	-7.276831880191351e-17	6.38009123163047e-17	-6.910238768462581e-17	4.588664990931482e-17	1.2491193960195798e-17	1.6519863283387565e-17	-4.473559687017575e-17	-1.916809394184294e-17	8.578230806684112e-17	-9.411115312149371e-17	-3.4774048231016823e-17	1.5710173461331585e-16	4.1186780028810776e-16	-3.592357415817003e-16	-2.319333947550122e-16
-5.446671129270229e-17	5.8880744024230656e-18	4.04957214469522e-17	-6.214407234603496e-17	-6.168291956811943e-17	-1.4761046023234496e-16	-6.3886448214727e-17	-1.4943908459215547e-16	-1.5803984163870764e-16	-4.1058514879600694e-17	1.246882739399564e-16	-4.0036426540184316e-17	-5.7482075536732225e-18	-2.2195281330512443e-16	-8.935162574895099e-17	-7.088860873927983e-19	-2.310784779496687e-16	-4.232497343296901e-18	-8.048934053688203e-17	5.2032548788116836e-17	-7.74200516535809e-17	4.510397728911903e-17	3.648205650958136e-17	-8.550514049134756e-17	3.712135893377467e-17	-1.8303291171394528e-16	4.463574911529318e-17	-3.469684953510817e-18
5.885010506702218e-17	-3.5734779372573525e-17	3.471328684648743e-18	-2.3907208244099428e-17	-6.02226098464818e-17	3.1441538458909684e-17	2.1290370392703757e-17	1.4118821427176666e-17	2.1050692343283293e-17	-2.5276008339608853e-17	-1.5721070775306484e-16	-1.1120998488284655e-16	2.0183090578243845e-17	6.188144001177187e-17	1.0241969093467113e-16	-4.4231937035855736e-17	3.522615140383614e-17	6.45655300258721e-17	2.9477029195773445e-17	1.4426110821880214e-16	-5.180795970386463e-17	-6.313643424406105e-17	6.136122553248702e-17	1.0405568252676159e-16	-8.749035811399082e-18	-2.096305180848118e-16	5.01745656051281e-18	-9.12603431004779e-17
3.092058805188572e-17	1.052063859011883e-17	2.9173486066876004e-18	8.457625662784115e-17	-2.1386208683128877e-17	1.1684444218004655e-17	6.152938961777449e-17	-4.60565235845392e-17	-5.908222042529443e-18	3.5224804743669885e-17	-5.1039166396992374e-17	3.975261184546196e-17	-5.03119416108073e-17	5.966431144988985e-17	3.414276071838589e-17	-2.3854285383672723e-17	2.3511284185908102e-17	-1.480227836292131e-17	-8.499506907708998e-17	2.014377526053458e-17	1.0472116270199168e-16	-1.0651218750071432e-17	7.068878506019527e-17	8.049966341985964e-17	1.3270678760496431e-18	5.507764611419242e-17	-3.550425188173771e-17	2.9049170911881283e-18
-2.684137488447241e-17	-5.596347634129994e-17	4.869780520720399e-18	-3.199150615690179e-17	6.3733484689044236e-18	-4.849681143079916e-17	2.149198458335931e-17	7.481628847641395e-18	-6.605216083093588e-17	1.72936313895443e-16	8.532470660749505e-17	-1.1896134953911163e-16	7.485660781203593e-17	-8.26731054270049e-18	-1.0350720134180585e-16	9.011838510265889e-17	2.8844377821278643e-16	6.081028325489879e-17	3.9400621561237806e-17	4.488738770243883e-17	3.1568767812124086e-16	-1.7448697848480365e-16	3.5538634223991574e-17	2.2446742364780386e-17	-3.091774968150115e-16	8.255824308194815e-17	3.571142956624834e-17	-1.5455547041969557e-16
1.6019682914309065e-17	5.632420831921368e-18	-6.724556819235433e-18	-6.803556398005824e-18	1.653911523740035e-17	2.3821245866613472e-17	1.2355634829087432e-16	-3.2899592385419755e-17	3.7456856161352404e-17	-2.6366055458608086e-17	-7.255834627966842e-17	-2.8962001002134336e-17	-8.728800742655248e-17	-3.086515658553185e-17	-1.1267944976267609e-17	-3.0775858061076534e-17	8.024284329209867e-17	-3.3685196503718537e-18	1.0376294105593182e-17	-5.80713096821559e-17	-1.461568440171773e-17	-7.144188037451432e-17	7.640870686445254e-18	1.2528422491652142e-16	-6.354840334618628e-17	2.8037147641588993e-18	3.61973180027649e-17	-3.739859153702935e-17
8.755030456314176e-18	1.7498089464819514e-17	3.3214889252993795e-17	1.4990348066205115e-17	-3.188437581649069e-17	1.8507062646768305e-17	4.4669832320356414e-18	3.723226375903595e-17	1.8071500620904288e-17	1.126735578761906e-17	4.468890760356658e-17	3.114495335851117e-17	-6.558247722326997e-18	-4.870131577314102e-17	-1.5657073272464867e-18	3.192546832326035e-17	-1.181950872825186e-17	-6.897419398578615e-17	9.720244887632802e-18	-3.819538637053756e-17	2.7454680738899518e-17	-1.2530822310429543e-17	-1.1289183720145129e-17	-3.3411840580873794e-17	1.2682899454883053e-17	2.835331931051908e-17	-8.99209917064635e-17	5.394006767334168e-18
1.6924532778959668e-17	5.981768294591462e-17	-1.8097875150325588e-17	-1.3113362590916719e-17	2.716231054475365e-19	-1.1330538051930842e-16	1.0438472640350545e-16	-5.967893904563934e-17	-9.579142344311331e-17	-2.8786679545034385e-17	2.417892625023325e-17	5.221497065255616e-17	7.259879438553849e-17	5.046807587696745e-18	8.754561346378994e-18	-9.389131683794932e-17	-3.202810418729878e-17	-1.8890284624769702e-17	-3.6132772882467785e-17	-5.952347905353597e-17	6.103160024330497e-17	3.366868145585845e-17	1.0360983456187986e-17	8.529413068749282e-20	-1.3307979202750377e-16	1.633047617069866e-17	-6.501579956743086e-17	2.986427576028517e-17
-5.826302466626559e-18	-3.469619680511054e-17	1.130943373843862e-17	-1.8517027039251452e-17	2.200844080115914e-17	6.098297618767808e-17	4.7448322197676016e-17	1.6264812163184534e-17	3.49124078681134e-17	-3.773930174060225e-17	-2.9619463168704995e-17	-3.978242872002727e-17	-1.4609713597969125e-17	2.6146725276951454e-17	-5.763877947674348e-17	3.5193439722773165e-17	-4.2310965024688237e-17	3.116023350930179e-17	3.435224295477004e-17	6.1930139834967134e-18	1.7928542170114356e-17	-8.382458864832103e-17	6.99513556670197e-18	1.4837249054140068e-17	-1.3865225297121374e-16	2.4798125914163272e-17	-4.317162930734928e-17	-2.7865423880049416e-17
2.7147598232337662e-17	-5.625637196655876e-17	1.5318509465135372e-17	-3.2287941804412597e-18	-1.0047447888678299e-16	-2.837784838150241e-17	4.029738965264158e-18	-1.398625556894741e-17	5.567667322248945e-17	-6.0523862317618e-17	9.469753660792492e-17	-2.927174896759914e-17	-2.82666919574696e-17	5.178183889662541e-17	9.342583005316183e-18	-3.0609972035986393e-17	-9.071506196887421e-17	-2.0104844285561612e-17	-5.632929018873291e-17	1.1485701776738856e-18	5.561437208296558e-17	1.8009250891330173e-17	4.309691287020153e-17	1.4030645765679745e-18	-2.9882135382237825e-18	2.025721226460126e-17	-1.0774977879804797e-16	-5.2212489480717867e-17
