-2.940377779829185e-17	-2.0136019950068172e-17	2.0387588191938834e-16	-7.38803589722577e-17	1.709787808377833e-16	8.821204466567138e-17	-1.2651494725107645e-16	1.8607574947888905e-16	-5.804823100437778e-18	-2.2076456278021778e-17	-6.426939428336962e-17	1.1531089639240084e-16	-1.6256619336173565e-16	9.398496780529025e-17	-1.3729637144819782e-16	9.39085615704257e-17	7.567708954414733e-17	-9.303886877870975e-17	1.1477735086784696e-16	-1.6583164102455243e-16	-5.782144156198074e-17	5.308843429799612e-17	3.771032705071596e-17	1.276946887044273e-16	1.1483964892345848e-16	-3.3777727697378976e-17	1.4785043703332754e-16	-9.466571661969934e-17	1.1027254882242383e-16	1.6954669474945977e-16	1.2905655432323648e-16	-6.621937796776312e-17	-5.917175247167199e-17	-2.526569041939412e-16	2.5985341459142333e-17	-2.4206131860732365e-16	2.774382071973802e-16	1.1517433718274874e-17	-1.1456716275165844e-16	4.068483751307304e-16	-1.625582242888912e-17	-2.855485493041601e-16	-1.866867279733622e-16	1.7215451486688938e-16	-1.1075894970397954e-16	1.2377374755505914e-16	3.2961102976937997e-16	1.20828428577904e-17	-8.059515947326907e-17	-3.045509019133914e-16	2.646631916619336e-17	1.769703687459641e-16	-9.492671045640371e-17	4.637979430033448e-16	8.659425931335081e-16
-1.1070834229247495e-17	3.98667527038515e-17	4.896170504754407e-17	-1.4693203774823016e-17	-9.244329269857128e-18	-3.769666585601581e-18	1.5707184299481032e-17	-2.7244211182461716e-17	6.156942885713635e-17	-2.2074319377902536e-17	-1.023356121280565e-16	-6.696910394122847e-17	-6.965693746706109e-17	-7.91992402065257e-18	-5.666998037417977e-17	-3.811817371460046e-17	-4.953601945425189e-17	-4.9210941072069384e-17	-2.676905993142426e-16	6.711323177748259e-17	2.750962347435366e-16	2.314415973056824e-16	-7.048113736533721e-17	-1.5207903939643187e-16	-2.184559335946356e-16	-1.635516098146173e-16	8.595883813032471e-17	2.6211771688710257e-18	-7.232115387698862e-17	1.3371640492994934e-16	2.577324989848839e-16	1.483666841934093e-16	9.815921642594452e-18	-3.5079661939011765e-16	1.0718496304151287e-16	-7.32931566570787e-17	-4.762059253233347e-17	-2.3552907324600714e-16	-2.3008982739814365e-16	1.0306123896220101e-16	-5.208993565564052e-16	-3.7742686061847205e-16	-8.165555282984415e-17	-1.831852512147897e-16	1.0038815894965821e-16	5.823193652149167e-16	-6.900720458017532e-17	-3.007389053907115e-16	-3.3431169263269865e-17	5.190134970885536e-17	3.004476870210375e-16	-4.098512398699129e-16	-2.7117348134825267e-16	-4.57890759693479e-16	5.789211624444485e-16
2.0895730027320394e-17	2.3309000355790925e-17	-1.0377914972510746e-17	2.816375757970205e-17	1.4316087938881056e-18	-1.4095255691731748e-17	4.514398504713332e-18	7.263492707526244e-17	3.2842839127524456e-17	2.3112486835696845e-17	2.822846233606145e-18	-4.1316464039809723e-17	-4.9353950049453204e-17	5.032880430198589e-18	-2.990841964464938e-17	3.9436009965014336e-17	2.1981723990053972e-17	9.918199165448816e-17	5.779774471925298e-17	3.713379276782352e-18	-4.4894184343228244e-17	-5.430866582255227e-18	-4.2280206832096166e-17	4.18462881455345e-17	-6.584918307560077e-17	5.237334051570713e-17	1.033983945048909e-16	9.866536769885867e-17	1.3543540887485183e-16	-9.291606252446658e-17	-1.304426754123693e-16	-9.680563516826525e-17	2.522123131038362e-17	-4.173120588753687e-17	-7.688269924999316e-17	8.068309204671847e-17	1.6127847114209493e-16	2.2863478666095074e-17	1.4238227976935856e-16	7.833629288991744e-17	-3.6895901350876344e-17	-3.41766723396426e-17	4.153207478900311e-17	1.3504859002488758e-16	3.987153654962673e-17	1.258473049823836e-16	9.097055275548301e-17	3.713707425484223e-17	6.607950000821852e-17	2.800872247039381e-16	-4.318740022630075e-17	1.1297537833686714e-16	3.913490975817348e-16	4.621839305528135e-17	-1.0529228792764203e-16
-3.8833342301249924e-17	-9.019671993388175e-17	-2.7618370199128716e-17	-1.4218074092989446e-16	6.924424364635591e-17	2.0437273781909587e-17	6.857445432064026e-17	-1.6645533066075115e-16	8.75903371060189e-18	2.0588287402637708e-16	5.589665135066703e-17	4.515287521525599e-17	-1.3587175906855096e-16	1.7997429026181806e-17	-9.234172761230115e-17	3.938481199281595e-18	9.125712817785318e-17	-6.926378687477445e-17	9.928942148429625e-17	-8.373975196403327e-17	-1.7644808664707142e-16	-3.217607288764667e-18	-3.470739164999206e-17	-1.0816858262665618e-16	6.67604608293642e-17	1.2068695298075402e-16	1.44419650201245e-16	9.935509984137454e-17	2.957570774647664e-17	-6.751158851069634e-17	1.9472648916116971e-16	-8.894516973396598e-17	-2.2217065046331377e-17	6.099608448267264e-17	7.286584830039305e-17	-5.0934093504603e-17	5.439848830441301e-17	-5.727828033267876e-17	9.40056543767463e-17	1.0844224619249708e-17	9.499506207882298e-17	-1.3736194974042324e-16	-1.1635735900746385e-16	-2.1372554285906233e-17	-4.2797497808873885e-17	4.1467069834667255e-17	-6.806640510729732e-17	-3.648831131242022e-17	1.4919268577044576e-16	-9.072222761009731e-17	1.512507104587473e-16	1.2036565905073968e-16	-1.7690872319178625e-16	1.5711720843019474e-16	9.248895894492757e-17
2.460177292219296e-18	2.5447878512542436e-17	-1.5190876090378722e-17	-2.775669670515005e-18	-4.787536527869143e-17	9.400376139550937e-18	2.824756271990706e-17	4.011100746236652e-17	6.82577599784887e-17	6.309746774474361e-17	4.893340606672931e-17	-2.7377158276944275e-17	-4.294303441798532e-17	1.7013208744844593e-18	-6.568881019630188e-17	-2.766349564720023e-17	-8.526037734376824e-18	1.0093800289691873e-16	-1.5202231661342798e-16	9.284447248168575e-18	9.183483188034778e-17	-8.689459161061356e-18	-4.1726771085895433e-17	3.897780203212277e-17	8.730003134643454e-17	-1.3012834256490213e-17	-1.4046515309691902e-17	-8.441224372865948e-17	-6.409181758880979e-17	2.495795319440884e-17	-1.8833855656522094e-16	-1.7163785187476687e-17	6.085329577556225e-17	4.639686143059765e-17	7.692471430329331e-17	-3.713010446790487e-17	4.925156137430186e-17	-1.0333690652216725e-16	-1.3556638889889376e-16	3.796765388792018e-17	-9.139721591219566e-17	7.862721417921881e-18	5.665254080928828e-17	-1.1843983780370727e-16	1.468164245221311e-16	1.3601577201612558e-16	9.449635232485318e-17	1.523203900133043e-16	-5.0103648369196885e-17	-3.526552184054306e-17	1.4887222548526148e-17	5.478158469656942e-17	1.0458220549131306e-16	-8.857993757778888e-17	-4.165667669388562e-17
4.9347437527973326e-18	2.1355385625561205e-18	1.4875049877314964e-18	-1.612622523378057e-17	-3.870898326963607e-18	-7.906831407254758e-18	-6.171878034094161e-17	-2.4602450815253758e-17	-9.890876756865475e-17	2.0416681340229264e-17	7.94608982557511e-18	1.135694960923068e-17	-1.2218660903676387e-18	1.032980940254396e-17	-5.889862367387e-18	-2.2490809779097122e-17	1.6270036636249783e-17	1.7827189757135272e-17	-9.658019714340995e-17	-7.718892069818803e-17	5.4160518870763715e-17	1.0709139461004163e-16	1.2610369336911466e-18	-1.9310968061900093e-17	6.265704351954149e-17	-1.2043884051978624e-17	-1.7192300576653455e-17	1.388083182356374e-17	1.074069188478113e-16	-2.5799989975816776e-17	-6.027963625822042e-17	4.5345400651677096e-17	1.5291868955288848e-17	-2.876848934785948e-17	-3.8688549633071693e-17	-2.5231723905510427e-17	1.2998296380410262e-16	3.6263597460042804e-17	-1.5006777187752384e-16	-1.0429231096059831e-16	-1.255317161579068e-16	-5.764310200121175e-17	5.532921222085364e-17	-8.724780551227967e-17	8.694110970824972e-19	-9.358611309919604e-17	6.669596258425292e-17	-8.742578839545218e-17	-1.3854103840812897e-16	-8.098399991162267e-17	1.0374230942427535e-16	2.7267083815973113e-16	6.04325578374359e-17	1.0313229910346262e-16	1.171683021784846e-16
5.399669233927757e-18	1.4845088255857184e-17	-2.2075140722672553e-17	-2.158318940704791e-17	-4.0092169442646985e-17	2.7790539756748896e-17	-4.183950423441404e-18	6.625162821069648e-17	-8.343150284634607e-17	2.280818799110123e-17	-7.004538923281713e-17	-8.270645245448442e-18	3.408520407649561e-17	4.992885679752424e-17	4.980744080828793e-19	4.4635781460652254e-18	7.654301659517454e-18	2.1740525066351837e-17	1.3940949167057057e-16	4.4069929799606417e-17	-5.934070810279733e-17	7.789347905575478e-17	-6.089651223022123e-17	-9.963282203360802e-17	1.3850813246661481e-16	3.93132253504736e-17	4.35151392260845e-17	2.210563570928514e-17	-3.683401759169426e-18	-9.76838037163878e-17	3.382730136192311e-17	4.8713760844718354e-17	1.8789220854423745e-16	4.9413714648625885e-17	2.7360217921383818e-17	6.764237876289688e-17	1.2932634646646298e-16	-1.7091979956690756e-16	1.490302288583027e-16	1.937489496418584e-16	2.4670840249844672e-17	5.3161915926467766e-17	1.1171116331599216e-16	-2.5000946403368505e-17	-7.659268931825206e-17	-7.895815953258781e-17	2.4659113989468914e-17	-9.214704241082117e-17	2.0636740952842567e-16	9.926486785219994e-17	1.2871866835761826e-16	8.239951324344743e-18	-4.5851682508631963e-17	-1.2920704556945854e-16	2.0374061324325515e-16
3.8297018481581204e-18	-2.7442839405945212e-18	-2.3499719127855636e-17	3.2311173819344583e-17	1.448340535870537e-17	3.991237273443303e-17	1.1066315271930228e-17	7.480355692712838e-17	6.918218667300225e-17	2.1927680176068366e-17	2.732791473638288e-17	-3.648339845185765e-17	3.372267378758502e-17	9.382344614210935e-17	-4.1112182714851376e-18	2.4040762105905124e-17	-2.866651962170118e-17	5.048934218112691e-18	-1.9250456149976994e-18	-8.23324500765627e-17	-4.505767595380016e-17	-6.845037201045848e-17	2.0541628115247932e-17	-3.047144326313912e-17	-5.698910641361508e-17	-4.121975106334171e-17	-9.372644181799513e-17	2.7378278211910577e-17	5.615209176222831e-18	3.39376239002101e-17	1.1984625803675755e-16	8.782530151405924e-17	-3.71327292851364e-17	-5.433506661664517e-17	1.9377604185708472e-17	2.794710820505241e-17	3.4076361811672594e-17	8.214511317486752e-17	5.853041897778617e-17	1.3625282847500527e-17	8.041022392816152e-17	1.1674450297420567e-17	1.3093375748335294e-16	9.111338077341179e-18	-1.6327970544819676e-17	-2.4372512782817344e-16	-7.001341565114415e-17	1.6024066463237836e-17	1.1118515025714413e-16	2.0227365821895384e-17	-7.354788670102047e-17	-1.2505926815541519e-17	1.9160295765997649e-16	2.328081085008538e-16	-9.455602934348417e-17
5.659512761061473e-18	-2.820212158614353e-17	1.3076092460071233e-17	3.241655717050971e-17	-4.2138328800180494e-17	2.4739868805298402e-17	5.554265376572817e-18	-7.316477757048404e-18	-1.2597047332703863e-19	1.3592079125525927e-17	-2.7183410453982978e-17	-4.334584210547105e-18	1.6204028707709242e-18	3.6507710493568545e-18	3.252219704849432e-17	-2.795171817006897e-17	-5.2600632008094976e-17	6.8282980030973086e-18	8.640502560881349e-17	-7.231127146499566e-17	-8.118978267903073e-18	-6.593357580876489e-18	4.01327448979826e-17	2.769350914291647e-17	6.390330501372746e-18	-2.7002273447379067e-18	-5.263972240518977e-17	3.7603330499546404e-17	7.662893385378903e-17	-4.684599979469752e-17	1.644210006821272e-17	-6.01524813459578e-17	-1.2307701616218806e-17	2.162635855513717e-17	-4.2174325515600826e-17	-1.095773452308832e-17	3.760315687352595e-17	-2.868343817863841e-17	2.243835534048605e-17	-1.8001990196992276e-17	3.0451172809230325e-17	-1.3567398464648905e-17	-7.930614168970491e-17	1.5376733243449483e-18	-1.9412253956466773e-17	-1.7848088191490503e-16	1.4196694711070626e-17	1.3005695526963199e-16	5.357936448161648e-17	-2.9726657345288235e-18	-7.481942108568795e-17	-7.873533054791108e-17	4.9310650833434456e-17	-1.6813360806513938e-16	-2.0771556566403844e-16
1.4108162500118734e-17	3.6098360461170214e-17	4.5425142055947527e-17	-5.720950765488326e-17	3.5441525115614085e-17	-4.128925270605444e-17	2.2457106182026083e-17	-1.1543484092002607e-16	9.862214038218076e-18	-7.859410356135308e-17	8.413580704868977e-18	5.76896151382692e-17	7.391744643786526e-18	-8.790548884472848e-17	-3.0287712776861767e-17	-6.189201844593397e-17	9.688475374179355e-18	6.531379999231282e-17	-1.722088788308067e-16	-9.854789535277352e-17	8.707189628039644e-17	-2.595878808818204e-17	1.238185910386296e-16	6.631989406357766e-17	-8.803902667196397e-17	-8.012648463648656e-17	2.240524101257685e-17	-2.790599996161097e-16	1.5220524581151515e-17	6.821535022600757e-17	1.0916584558971668e-16	6.00588304883156e-17	5.529382887219481e-17	7.887941125760745e-17	9.346626385990971e-17	-3.0836171953344554e-17	-1.8387813492715178e-16	9.101168613718325e-17	-1.0578666544983772e-18	2.207878275563317e-18	2.4200219673391857e-16	5.2218014320578164e-17	-2.176372535174311e-16	2.7314815528933914e-16	-7.907207029301466e-17	-1.9254734515411604e-16	-8.281663049766133e-17	-5.4207626663015873e-17	5.668460440702582e-17	-1.6890388292861675e-17	1.613926026747923e-16	4.495646465980807e-17	-9.771262346503583e-17	4.466113487203175e-16	-1.1017175832318696e-16
