2.0499587098497583e-18	5.657022044110402e-17	3.61270666042962e-17	-4.4044446958506643e-17	1.6353657155315077e-17	-3.0368918925335163e-18	1.8468249641864087e-17	-8.521780157032195e-17	3.5470525328928285e-17	-5.983112487326767e-18	1.3903753017133367e-16	1.6360152147822706e-16	3.186142497883581e-17	-4.5221648420614356e-17	1.3020785092048806e-16	2.900055222068053e-17	-2.6048388370321496e-18	3.3631102529353856e-17	-2.9121647216257897e-16	7.415537531818586e-18	1.9292924746418815e-17	-6.101728002037761e-18	7.681035579517563e-17	4.0279092319186894e-17	3.9257370160645756e-17	-9.525710048731658e-17	8.370511015657443e-17
-6.722189010105525e-17	-7.713679902119536e-17	-6.164379723198305e-17	5.737870801444825e-17	-1.8169442886539625e-17	2.1375976755803113e-17	-9.9309230006017e-17	5.304786782138388e-17	4.44076532799787e-17	1.109305395614164e-17	-3.343134779758501e-18	4.12812561863956e-18	-8.489506779861724e-17	-1.0706926033248778e-16	-3.039607451915755e-17	1.338835361275561e-16	-2.6591659149549292e-17	2.5341192512693342e-17	6.223909564471411e-18	-9.945349763889589e-17	2.3817077413167258e-17	-1.7578699813280648e-16	-6.953484016744606e-18	1.0427930613797813e-16	2.4988779174042216e-16	1.553439872193337e-17	-1.5764694235720226e-16
-7.217992798627299e-17	4.022860180236733e-17	4.4689473424250306e-17	-5.117007068287517e-17	-3.080281441219066e-17	1.785288779396829e-17	1.1937108737742e-17	1.4598882208732576e-16	-3.8341260749966025e-17	1.0000615162586928e-16	1.150972368336884e-16	8.450921783854869e-17	3.6600133411480446e-17	-6.130286779957461e-17	1.2129581670270138e-17	5.1630543630583895e-17	6.94247681510226e-17	-1.0059825617362168e-16	4.676202205169267e-18	-2.1929266161249767e-17	3.9056067657957094e-17	-1.8220004592749022e-18	3.3327171210784666e-17	-1.0968183600477945e-17	-5.935886622682803e-18	1.0209242818206544e-16	-6.072738521748933e-17
-5.1322909091533674e-18	9.46881847405564e-18	-1.0401908907301379e-17	5.542341978105127e-18	1.8422209696288248e-17	-8.529170971963732e-18	-2.7284632489888702e-17	-1.722379470644912e-17	8.844376651784698e-18	-3.917052275739302e-17	-2.2034105635184987e-17	6.076893359902516e-18	-1.3822455688912639e-18	5.42037352726321e-17	2.3142713203148367e-17	-1.3008620780436191e-17	-3.195818217009064e-18	-4.55630133249684e-17	3.4734270596067264e-17	-5.537990021837206e-17	3.652476557828022e-17	6.497268782602869e-17	-1.7525577560958736e-17	-3.668400419677748e-17	-4.555350247748449e-17	-5.899671406969777e-17	1.5264816670355278e-17
-3.3866192846993596e-18	5.4112717362431345e-17	3.632958814391152e-18	-5.5178886124841664e-18	-6.451491620775035e-17	-1.4250794657968156e-17	-4.862313234784699e-17	-3.5671719850529995e-17	-3.6006582389925644e-17	-3.9721802155038556e-17	1.9676833754056582e-17	-7.07392358493988e-17	8.872201327908416e-18	2.1803320360608837e-17	-2.0222217591739698e-18	-9.46440505458875e-17	-3.7915404048452566e-17	5.873287693787617e-17	-5.944159071719326e-17	3.936481486006218e-17	6.667381002752744e-17	-7.579947378376278e-17	-5.020599543557519e-18	-1.2365013141653744e-17	6.313234195911602e-18	1.0515606655580627e-16	-1.4813665151318874e-17
-3.898097704080621e-18	-1.8209607550209084e-17	-1.3302030978419444e-17	-1.03628236425997e-17	-5.3711338531876995e-18	-4.6252287457912515e-18	2.54590037310604e-17	-1.1083859671100561e-17	-1.78422110257548e-17	-7.133609974267484e-18	4.17060540335769e-17	3.693293965983406e-17	6.95647424390585e-18	7.057958338233917e-17	3.172212003843334e-17	1.0031400440078672e-17	4.7784544728292174e-17	5.545571373548348e-17	4.5242449442398525e-17	9.888546592926455e-18	-1.2136651736855857e-16	1.9031518961103542e-16	-4.617004432718929e-19	2.0691610637693884e-17	1.362240986479763e-16	1.9555957988492956e-17	-4.3865364199403335e-17
2.274918171505784e-17	-3.070969495527663e-17	-1.4391955409694255e-18	-7.710041008957294e-17	-4.087038058934898e-18	5.52365052432258e-18	-2.9999382437755936e-17	-6.185983609504878e-18	4.637636454353031e-18	-2.7444507645902682e-17	1.7756890598410747e-17	1.8073892874053885e-17	-3.1652674186779606e-17	4.0356321113437837e-17	-2.632818957628194e-17	5.0118028571717804e-17	3.122316583969832e-17	-1.189206807739856e-17	-2.3437748000583163e-17	5.844640771174686e-17	8.099911047704714e-17	6.735595510709666e-17	-6.853586597741966e-17	-1.4192783074761005e-17	-3.4838382194024765e-17	2.1716960980378532e-17	-2.4817454974493167e-17
2.4347466118056398e-17	8.847462711695995e-17	8.779495085479842e-18	-1.635732676505574e-16	-1.5543713738713264e-18	-6.382900139942308e-17	-6.938214337569515e-17	-4.969519219405704e-17	-6.976387810941801e-18	-9.898773885805513e-17	1.5613777749303321e-16	-7.145948830683429e-18	-1.3569448378942561e-16	1.4123257703188433e-16	-1.0193249404667829e-16	-5.899163309019816e-17	-2.837459944909035e-17	3.2622362834791835e-17	-6.287769317081315e-18	4.550284851350931e-17	3.1367497026047696e-20	-3.941230728265861e-17	-1.4301407019887956e-16	-2.7789769626824316e-17	-1.7121344736709431e-16	-7.924307850234585e-17	1.4749598703882702e-16
2.186395278402789e-17	-1.2676386135911909e-17	2.0507111286055025e-17	-1.905622535055706e-17	1.7819524922975148e-17	-8.552804650855721e-18	-1.0351795368936103e-17	-8.67292453725586e-18	-1.1426370445209542e-17	-3.321462606007966e-17	-2.3515204246963138e-17	-4.904431194263631e-17	-7.539310993282632e-17	-2.6483737525212205e-18	2.9660623943341386e-17	5.983753193114101e-17	7.633277826211919e-17	7.118312723019336e-17	7.332958728433682e-17	-5.0335770909813545e-17	-6.792457301088329e-17	7.774414552711978e-17	-5.552777907780903e-17	-6.476577465783797e-17	2.384943436124714e-17	5.421606880611415e-17	-3.455421235569944e-17
-5.399527227307552e-18	-1.89710603465008e-17	2.347374444729377e-17	9.337336922678092e-18	-2.7692039130203527e-17	-2.44478354967893e-17	-6.655912256847558e-17	2.416703097754683e-18	1.2051901430540025e-16	6.392195060845568e-17	7.478468760690717e-18	5.226171360610422e-17	1.1844130716939894e-16	1.1363828094316128e-17	-4.0344404968242304e-17	-4.992624906600935e-17	-3.9509866047204396e-17	-5.246102391501043e-17	2.064669728535852e-17	-1.2946100373299243e-16	-1.777159324375236e-17	5.842125225330085e-18	8.369371907580177e-17	-5.576232002183571e-17	4.4725177010074016e-17	6.217919525046779e-17	9.002289560407988e-17
