2.1672500447282406e-16	-1.9880424579397472e-16	1.7240782813757577e-16	-2.3329815847375915e-16	-3.243200913593012e-17	6.977539418664528e-17	-2.3942688915037767e-18	2.2716342575610306e-16	5.674130256756473e-17	6.974758169709922e-17	8.801524881359256e-18	3.1234126766424945e-17	4.549698012652677e-17	-7.276831880191351e-17	6.38009123163047e-17	-6.910238768462581e-17	4.588664990931482e-17	1.2491193960195798e-17	1.6519863283387565e-17	-4.473559687017575e-17	-1.916809394184294e-17	8.578230806684112e-17	-9.411115312149371e-17	-3.4774048231016823e-17	1.5710173461331585e-16	4.1186780028810776e-16	-3.592357415817003e-16	-2.319333947550122e-16	-1.8354711220085884e-17	1.584741173467797e-16	4.1135630461183085e-16	-1.4373662535164533e-16	2.5869249892471007e-16	-5.329161643373983e-16	-1.7724332427768958e-16	-1.3690543818526123e-16	-1.3522371958895703e-18	-2.6710888376517195e-17	3.141335558253202e-16	1.952074751888392e-16	2.813559594871493e-16	-1.4512867087161214e-16	-1.7425562998791876e-16
-5.446671129270229e-17	5.8880744024230656e-18	4.04957214469522e-17	-6.214407234603496e-17	-6.168291956811943e-17	-1.4761046023234496e-16	-6.3886448214727e-17	-1.4943908459215547e-16	-1.5803984163870764e-16	-4.1058514879600694e-17	1.246882739399564e-16	-4.0036426540184316e-17	-5.7482075536732225e-18	-2.2195281330512443e-16	-8.935162574895099e-17	-7.088860873927983e-19	-2.310784779496687e-16	-4.232497343296901e-18	-8.048934053688203e-17	5.2032548788116836e-17	-7.74200516535809e-17	4.510397728911903e-17	3.648205650958136e-17	-8.550514049134756e-17	3.712135893377467e-17	-1.8303291171394528e-16	4.463574911529318e-17	-3.469684953510817e-18	-9.027761724004433e-17	-5.572018432881494e-17	-2.0572557691547712e-16	3.939811402809006e-17	3.2033089151803355e-17	-8.681113310991348e-17	-8.722057171837885e-17	5.714340156526747e-17	5.1803978728200905e-17	7.986148374618617e-17	4.89416219713047e-17	8.529150040769272e-17	1.1023384756957513e-16	2.1976459402883976e-16	-6.953464186063187e-17
5.885010506702218e-17	-3.5734779372573525e-17	3.471328684648743e-18	-2.3907208244099428e-17	-6.02226098464818e-17	3.1441538458909684e-17	2.1290370392703757e-17	1.4118821427176666e-17	2.1050692343283293e-17	-2.5276008339608853e-17	-1.5721070775306484e-16	-1.1120998488284655e-16	2.0183090578243845e-17	6.188144001177187e-17	1.0241969093467113e-16	-4.4231937035855736e-17	3.522615140383614e-17	6.45655300258721e-17	2.9477029195773445e-17	1.4426110821880214e-16	-5.180795970386463e-17	-6.313643424406105e-17	6.136122553248702e-17	1.0405568252676159e-16	-8.749035811399082e-18	-2.096305180848118e-16	5.01745656051281e-18	-9.12603431004779e-17	5.566433786572336e-18	1.0416583632178024e-16	-3.313694656096936e-17	-1.2416229476540648e-16	2.007667447226865e-18	-5.552778153127057e-17	-1.84757025403684e-17	-6.28868951875722e-17	1.2832573717355186e-16	-8.297454105670309e-17	-7.273777321744414e-18	-3.3989702860750643e-17	-1.1718473124529018e-16	-2.1679959918210153e-16	-8.981609879348307e-17
3.092058805188572e-17	1.052063859011883e-17	2.9173486066876004e-18	8.457625662784115e-17	-2.1386208683128877e-17	1.1684444218004655e-17	6.152938961777449e-17	-4.60565235845392e-17	-5.908222042529443e-18	3.5224804743669885e-17	-5.1039166396992374e-17	3.975261184546196e-17	-5.03119416108073e-17	5.966431144988985e-17	3.414276071838589e-17	-2.3854285383672723e-17	2.3511284185908102e-17	-1.480227836292131e-17	-8.499506907708998e-17	2.014377526053458e-17	1.0472116270199168e-16	-1.0651218750071432e-17	7.068878506019527e-17	8.049966341985964e-17	1.3270678760496431e-18	5.507764611419242e-17	-3.550425188173771e-17	2.9049170911881283e-18	-2.1217403897783842e-17	-7.860297278157429e-17	1.1763549742138824e-17	-5.18878862742068e-17	5.5356542859472483e-17	-7.961504597410251e-17	6.932269580852911e-17	3.857780993052798e-17	-1.0759932575906758e-16	-1.0979427227880664e-16	-5.553302605104257e-17	-4.78052151322588e-17	-1.7237300437969225e-16	1.119214250545003e-16	3.245125749214663e-17
-2.684137488447241e-17	-5.596347634129994e-17	4.869780520720399e-18	-3.199150615690179e-17	6.3733484689044236e-18	-4.849681143079916e-17	2.149198458335931e-17	7.481628847641395e-18	-6.605216083093588e-17	1.72936313895443e-16	8.532470660749505e-17	-1.1896134953911163e-16	7.485660781203593e-17	-8.26731054270049e-18	-1.0350720134180585e-16	9.011838510265889e-17	2.8844377821278643e-16	6.081028325489879e-17	3.9400621561237806e-17	4.488738770243883e-17	3.1568767812124086e-16	-1.7448697848480365e-16	3.5538634223991574e-17	2.2446742364780386e-17	-3.091774968150115e-16	8.255824308194815e-17	3.571142956624834e-17	-1.5455547041969557e-16	-3.856401966407521e-18	1.0880197063969052e-16	-7.070281408258545e-17	-3.999144174899914e-17	2.6866393150063136e-17	1.2355973264917101e-16	8.576397730137627e-17	2.2619102850865673e-16	-2.3283214410386735e-17	3.6517027713797756e-16	6.737269431176366e-17	1.8699376946107224e-16	-3.120812791929682e-17	-8.100172702489902e-17	5.766017015087866e-16
1.6019682914309065e-17	5.632420831921368e-18	-6.724556819235433e-18	-6.803556398005824e-18	1.653911523740035e-17	2.3821245866613472e-17	1.2355634829087432e-16	-3.2899592385419755e-17	3.7456856161352404e-17	-2.6366055458608086e-17	-7.255834627966842e-17	-2.8962001002134336e-17	-8.728800742655248e-17	-3.086515658553185e-17	-1.1267944976267609e-17	-3.0775858061076534e-17	8.024284329209867e-17	-3.3685196503718537e-18	1.0376294105593182e-17	-5.80713096821559e-17	-1.461568440171773e-17	-7.144188037451432e-17	7.640870686445254e-18	1.2528422491652142e-16	-6.354840334618628e-17	2.8037147641588993e-18	3.61973180027649e-17	-3.739859153702935e-17	1.7300379463179813e-17	-4.615194798817304e-17	-1.0786967109106939e-16	4.0552519779566117e-17	3.533623555156707e-17	7.102821451744848e-17	1.1281397092406578e-16	6.067302046883722e-17	-9.367858914016862e-17	4.609118389135814e-18	-9.608125747450278e-17	6.452401884650247e-17	-1.6990239382155138e-16	6.082252957767694e-18	-6.597943796008964e-17
8.755030456314176e-18	1.7498089464819514e-17	3.3214889252993795e-17	1.4990348066205115e-17	-3.188437581649069e-17	1.8507062646768305e-17	4.4669832320356414e-18	3.723226375903595e-17	1.8071500620904288e-17	1.126735578761906e-17	4.468890760356658e-17	3.114495335851117e-17	-6.558247722326997e-18	-4.870131577314102e-17	-1.5657073272464867e-18	3.192546832326035e-17	-1.181950872825186e-17	-6.897419398578615e-17	9.720244887632802e-18	-3.819538637053756e-17	2.7454680738899518e-17	-1.2530822310429543e-17	-1.1289183720145129e-17	-3.3411840580873794e-17	1.2682899454883053e-17	2.835331931051908e-17	-8.99209917064635e-17	5.394006767334168e-18	-3.975946224102277e-17	2.844368113846361e-17	-3.615566904052533e-17	-8.574297585949877e-18	8.332890820526448e-17	2.9142927172107204e-17	-9.70312324235827e-18	-5.553487419989791e-17	-1.735798931707671e-17	-1.023023103872042e-17	1.4933612731401912e-16	4.121191719708103e-17	1.27398538809585e-16	-8.402638335961625e-18	-6.825377445404267e-18
1.6924532778959668e-17	5.981768294591462e-17	-1.8097875150325588e-17	-1.3113362590916719e-17	2.716231054475365e-19	-1.1330538051930842e-16	1.0438472640350545e-16	-5.967893904563934e-17	-9.579142344311331e-17	-2.8786679545034385e-17	2.417892625023325e-17	5.221497065255616e-17	7.259879438553849e-17	5.046807587696745e-18	8.754561346378994e-18	-9.389131683794932e-17	-3.202810418729878e-17	-1.8890284624769702e-17	-3.6132772882467785e-17	-5.952347905353597e-17	6.103160024330497e-17	3.366868145585845e-17	1.0360983456187986e-17	8.529413068749282e-20	-1.3307979202750377e-16	1.633047617069866e-17	-6.501579956743086e-17	2.986427576028517e-17	-5.109457570290514e-17	1.4988514311056283e-16	3.089024745972382e-17	-6.476856441849575e-17	1.72664438756579e-16	7.858821132698538e-17	-6.48335408356543e-17	-1.6518871226813262e-16	-6.302473664560765e-17	-2.8271870582796994e-16	1.1822250541770825e-16	-2.3475450135729307e-17	-5.671573059573594e-17	-1.7194092958494877e-16	1.6308629293514273e-16
-5.826302466626559e-18	-3.469619680511054e-17	1.130943373843862e-17	-1.8517027039251452e-17	2.200844080115914e-17	6.098297618767808e-17	4.7448322197676016e-17	1.6264812163184534e-17	3.49124078681134e-17	-3.773930174060225e-17	-2.9619463168704995e-17	-3.978242872002727e-17	-1.4609713597969125e-17	2.6146725276951454e-17	-5.763877947674348e-17	3.5193439722773165e-17	-4.2310965024688237e-17	3.116023350930179e-17	3.435224295477004e-17	6.1930139834967134e-18	1.7928542170114356e-17	-8.382458864832103e-17	6.99513556670197e-18	1.4837249054140068e-17	-1.3865225297121374e-16	2.4798125914163272e-17	-4.317162930734928e-17	-2.7865423880049416e-17	5.608444598089306e-17	5.196113548695418e-18	-1.4452104502002085e-17	2.8242256798186892e-18	-1.743457469342155e-16	-1.825640157518722e-17	5.16878709520503e-17	-1.2647596621592555e-17	-8.588536825076312e-18	1.226226703139165e-17	-8.47361110935842e-17	4.1185617637053665e-17	9.987412692773364e-17	1.1471790942962892e-17	2.1845317174668298e-18
2.7147598232337662e-17	-5.625637196655876e-17	1.5318509465135372e-17	-3.2287941804412597e-18	-1.0047447888678299e-16	-2.837784838150241e-17	4.029738965264158e-18	-1.398625556894741e-17	5.567667322248945e-17	-6.0523862317618e-17	9.469753660792492e-17	-2.927174896759914e-17	-2.82666919574696e-17	5.178183889662541e-17	9.342583005316183e-18	-3.0609972035986393e-17	-9.071506196887421e-17	-2.0104844285561612e-17	-5.632929018873291e-17	1.1485701776738856e-18	5.561437208296558e-17	1.8009250891330173e-17	4.309691287020153e-17	1.4030645765679745e-18	-2.9882135382237825e-18	2.025721226460126e-17	-1.0774977879804797e-16	-5.2212489480717867e-17	1.4215664406034734e-16	1.5070008107495337e-16	-2.8625259633394926e-17	-9.274126769549002e-17	1.4100149839458143e-16	7.380246931461144e-17	1.5351726604118887e-16	-6.291499327822261e-17	7.092314865744248e-17	-6.171888445408409e-17	3.0418045375065856e-17	-7.76349343975043e-17	-1.5826598249427084e-16	2.880587235616661e-17	-9.471329235052588e-17
